Census,CountyOrigin,MunicipalityOrigin,DestinationState,DestinationCounty,DestinationMunicipality,LeavingArea,DirectionalCategories,InTown,ModeToWork,TotalEstCommutersOUT,InCityCommutersOUT,OutOfTownCommutersOUT,MarginOfError
2009-2013,Mercer County,West Windsor township,New Jersey,Hunterdon County,Raritan township,out of area,NJ-Northwest,out-of-town,"Car, truck, or van: Drove alone",41,0,41,40
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,East Brunswick township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",82,0,82,64
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Edison township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",76,0,76,51
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Edison township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Carpooled",9,0,9,15
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Piscataway township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",118,0,118,59
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Woodbridge township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",74,0,74,50
2009-2013,Mercer County,West Windsor township,New Jersey,Monmouth County,Millstone township,out of area,NJ-Shore,out-of-town,"Car, truck, or van: Drove alone",31,0,31,38
2009-2013,Mercer County,West Windsor township,New Jersey,Monmouth County,Millstone township,out of area,NJ-Shore,out-of-town,"Car, truck, or van: Carpooled",11,0,11,18
2009-2013,Mercer County,West Windsor township,New Jersey,Somerset County,Bridgewater township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",113,0,113,64
2009-2013,Mercer County,West Windsor township,New Jersey,Somerset County,Warren township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",35,0,35,32
2009-2013,Mercer County,West Windsor township,New Jersey,Somerset County,Warren township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Carpooled",14,0,14,22
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,East Windsor township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",329,0,329,154
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,East Windsor township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",20,0,20,24
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Ewing township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",179,0,179,80
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Ewing township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",1,0,1,11
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Hamilton township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",364,0,364,145
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Hamilton township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",54,0,54,63
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Hopewell township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",201,0,201,107
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Hopewell township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",26,0,26,40
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Lawrence township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",482,0,482,122
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Lawrence township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",65,0,65,48
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Pennington borough,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",96,0,96,55
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",688,0,688,180
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",20,0,20,24
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,Public transportation,83,0,83,47
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,Other travel mode,50,0,50,47
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Robbinsville township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",92,0,92,76
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Robbinsville township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",6,0,6,12
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",215,0,215,116
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",29,0,29,33
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,Public transportation,36,0,36,50
2009-2013,Mercer County,West Windsor township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,Other travel mode,1,0,1,4
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Cranbury township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",127,0,127,73
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Monroe township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Drove alone",39,0,39,37
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Monroe township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Carpooled",3,0,3,5
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,New Brunswick city,in area,US1-Northeast,out-of-town,"Car, truck, or van: Drove alone",156,0,156,81
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,New Brunswick city,in area,US1-Northeast,out-of-town,Public transportation,23,0,23,26
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,North Brunswick township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Drove alone",90,0,90,81
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Plainsboro township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",627,0,627,176
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Plainsboro township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",138,0,138,124
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,Plainsboro township,in area,US1-Southwest,out-of-town,Other travel mode,11,0,11,16
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,South Brunswick township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Drove alone",258,0,258,111
2009-2013,Mercer County,West Windsor township,New Jersey,Middlesex County,South Brunswick township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Carpooled",12,0,12,18
2009-2013,Mercer County,West Windsor township,New Jersey,Somerset County,Franklin township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Drove alone",125,0,125,72
2009-2013,Mercer County,West Windsor township,New Jersey,Somerset County,Franklin township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Carpooled",7,0,7,14
2009-2013,Mercer County,West Windsor township,New Jersey,Somerset County,Montgomery township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Drove alone",162,0,162,80
2011-2015,Mercer County,West Windsor township,New Jersey,Bergen County,Fort Lee borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,7,0,7,13
2011-2015,Mercer County,West Windsor township,New Jersey,Bergen County,Franklin Lakes borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,16,0,16,25
2011-2015,Mercer County,West Windsor township,New Jersey,Bergen County,Lyndhurst township,out of area,NJ-NorthEast,out-of-town,Data-not-available,15,0,15,22
2011-2015,Mercer County,West Windsor township,New Jersey,Bergen County,Midland Park borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,11,0,11,17
2011-2015,Mercer County,West Windsor township,New Jersey,Bergen County,Teaneck township,out of area,NJ-NorthEast,out-of-town,Data-not-available,59,0,59,90
2011-2015,Mercer County,West Windsor township,New Jersey,Bergen County,Wood-Ridge borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,31,0,31,46
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Burlington city,out of area,NJ-Southwest,out-of-town,Data-not-available,33,0,33,52
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Burlington township,out of area,NJ-Southwest,out-of-town,Data-not-available,24,0,24,30
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Cinnaminson township,out of area,NJ-Southwest,out-of-town,Data-not-available,7,0,7,12
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Evesham township,out of area,NJ-Southwest,out-of-town,Data-not-available,14,0,14,22
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Lumberton township,out of area,NJ-Southwest,out-of-town,Data-not-available,22,0,22,35
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Moorestown township,out of area,NJ-Southwest,out-of-town,Data-not-available,7,0,7,11
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Mount Holly township,out of area,NJ-Southwest,out-of-town,Data-not-available,26,0,26,34
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Mount Laurel township,out of area,NJ-Southwest,out-of-town,Data-not-available,19,0,19,31
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,New Hanover township,out of area,NJ-Southwest,out-of-town,Data-not-available,14,0,14,23
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Pemberton township,out of area,NJ-Southwest,out-of-town,Data-not-available,6,0,6,9
2011-2015,Mercer County,West Windsor township,New Jersey,Burlington County,Springfield township,out of area,NJ-Southwest,out-of-town,Data-not-available,12,0,12,17
2011-2015,Mercer County,West Windsor township,New Jersey,Camden County,Cherry Hill township,out of area,NJ-Southwest,out-of-town,Data-not-available,130,0,130,88
2011-2015,Mercer County,West Windsor township,New Jersey,Camden County,Voorhees township,out of area,NJ-Southwest,out-of-town,Data-not-available,29,0,29,32
2011-2015,Mercer County,West Windsor township,New Jersey,Essex County,Livingston township,out of area,NJ-NorthEast,out-of-town,Data-not-available,17,0,17,20
2011-2015,Mercer County,West Windsor township,New Jersey,Essex County,Newark city,out of area,NJ-NorthEast,out-of-town,Data-not-available,313,0,313,119
2011-2015,Mercer County,West Windsor township,New Jersey,Essex County,Roseland borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,10,0,10,16
2011-2015,Mercer County,West Windsor township,New Jersey,Gloucester County,West Deptford township,out of area,NJ-Southwest,out-of-town,Data-not-available,10,0,10,16
2009-2013,Middlesex County,Jamesburg borough,New Jersey,Middlesex County,Jamesburg borough,in area,in-town,in-town,"Car, truck, or van: Drove alone",136,136,0,78
2009-2013,Middlesex County,Jamesburg borough,New Jersey,Middlesex County,Jamesburg borough,in area,in-town,in-town,"Car, truck, or van: Carpooled",59,59,0,66
2009-2013,Middlesex County,Jamesburg borough,New Jersey,Middlesex County,Jamesburg borough,in area,in-town,in-town,Other travel mode,159,159,0,103
2011-2015,Middlesex County,Jamesburg borough,New Jersey,Middlesex County,Jamesburg borough,in area,in-town,in-town,Data-not-available,452,452,0,208
2011-2015,Mercer County,West Windsor township,New Jersey,Hudson County,Hoboken city,out of area,NJ-NorthEast,out-of-town,Data-not-available,31,0,31,31
2011-2015,Mercer County,West Windsor township,New Jersey,Hudson County,Jersey City city,out of area,NJ-NorthEast,out-of-town,Data-not-available,261,0,261,121
2011-2015,Mercer County,West Windsor township,New Jersey,Hudson County,Secaucus town,out of area,NJ-NorthEast,out-of-town,Data-not-available,69,0,69,59
2011-2015,Mercer County,West Windsor township,New Jersey,Hudson County,Weehawken township,out of area,NJ-NorthEast,out-of-town,Data-not-available,12,0,12,20
2011-2015,Mercer County,West Windsor township,New Jersey,Hunterdon County,Clinton township,out of area,NJ-Northwest,out-of-town,Data-not-available,14,0,14,23
2011-2015,Mercer County,West Windsor township,New Jersey,Hunterdon County,Delaware township,out of area,NJ-Northwest,out-of-town,Data-not-available,16,0,16,24
2011-2015,Mercer County,West Windsor township,New Jersey,Hunterdon County,Raritan township,out of area,NJ-Northwest,out-of-town,Data-not-available,51,0,51,47
2011-2015,Mercer County,West Windsor township,New Jersey,Hunterdon County,Readington township,out of area,NJ-Northwest,out-of-town,Data-not-available,10,0,10,15
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,East Windsor township,in area,US1-Southwest,out-of-town,Data-not-available,240,0,240,85
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Ewing township,in area,US1-Northwest,out-of-town,Data-not-available,136,0,136,69
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Hamilton township,in area,US1-Southwest,out-of-town,Data-not-available,453,0,453,157
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Hightstown borough,in area,US1-Southwest,out-of-town,Data-not-available,22,0,22,26
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Hopewell borough,in area,US1-Northwest,out-of-town,Data-not-available,108,0,108,111
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Hopewell township,in area,US1-Northwest,out-of-town,Data-not-available,155,0,155,80
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Lawrence township,in area,US1-Northwest,out-of-town,Data-not-available,552,0,552,167
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Pennington borough,in area,US1-Northwest,out-of-town,Data-not-available,191,0,191,81
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,Data-not-available,969,0,969,206
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Robbinsville township,in area,US1-Southwest,out-of-town,Data-not-available,72,0,72,63
2011-2015,Mercer County,West Windsor township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,Data-not-available,362,0,362,143
2011-2015,Mercer County,West Windsor township,New Jersey,Middlesex County,Cranbury township,in area,US1-Southwest,out-of-town,Data-not-available,127,0,127,75
2011-2015,Mercer County,West Windsor township,New Jersey,Middlesex County,East Brunswick township,out of area,NJ-NorthEast,out-of-town,Data-not-available,71,0,71,70
2011-2015,Mercer County,West Windsor township,New Jersey,Middlesex County,Edison township,out of area,NJ-NorthEast,out-of-town,Data-not-available,146,0,146,82
2011-2015,Mercer County,West Windsor township,New Jersey,Middlesex County,Highland Park borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,23,0,23,25
2011-2015,Mercer County,West Windsor township,New Jersey,Middlesex County,Metuchen borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,21,0,21,32
2011-2015,Mercer County,West Windsor township,New Jersey,Middlesex County,Monroe township,in area,US1-Southeast,out-of-town,Data-not-available,46,0,46,44
